CTUID,Communities,Quadrant,total_weighted_CEI_Score,economic_opportunity_domain_score,accessibility_and_amenities_domain_score,population_health_domain_score,community_belonging_and_safety_domain_score,human_and_social_wellbeing_domain_score,climate_and_environment_domain_score,activity_limitation_relative_severity_perc,adult_litp,average_commute_time,average_transitscore,average_walkscore,children_perc,commute_transit_perc,commute_vehicle_perc,copd_agestd_perc,core_housing_owner_perc,core_housing_renter_perc,diabetes_agestd_perc,educ_no_cert_perc,first_generation_perc,flood_susceptibility,gender_income_ratio,income_inequality_ratio,indigenous_perc,land_surface_temp,lim_at_perc,mental_illness_agestd_perc,movers_1_year_ago,no_official_languages_perc,noise_pollution_score,park_area_perc,part_time_employment_perc,perceived_health_vg_excellent_perc,perceived_mental_vg_excellent_perc,person_crime_rate,physical_disorder_rate,population_in_poverty_perc,property_crime_rate,proximity_childcare,proximity_grocerystores,proximity_healthcare,proximity_library,proximity_neighbourhood_parks,proximity_pharmacies,proximity_primary_education,proximity_secondary_education,recent_immigration_perc,refugee_perc,regular_care_provider_yes_perc,renter_households_perc,second_generation_perc,seniors_65_perc,seniors_in_poverty_perc,seniors_living_alone_perc,sense_of_belonging_perc,single_parent_econ_dependency,single_parent_woman_perc,social_assistance_perc,social_disorder_rate,spatial_access_primary_secondary_education_transit,tree_canopy,tree_density,unemployment_rate_perc,voter_turnout_rate,working_poor_18to64_perc,youth_neet_perc
8250038.24,"10E, MONTEREY PARK",NE,59.22,33.54,77.4,50.92,18.32,42.82,63.5,59.42,9.11,26.77,37.9,24.4,19.28,7.59,90.93,0.99,6.3,17.91,10.56,19.74,56.96,11.38,0.9,2.9,2.36,24.81,8.4,11.49,9.73,5.69,7.44,4.72,54.79,51,71.6,396.14,206.68,6.83,1739.58,0.32,0.05,0.04,0,0.4,0.05,0.03,0.01,6.65,9.72,85.3,21.47,28.52,11.62,0,12.82,75.7,46.4,14.24,3.36,2394.08,0.28,3.4,324.58,13.88,31.82,9.36,11.17
8250038.25,TEMPLE,NE,59.28,40.51,73.42,52.21,23.71,41.67,59.72,62.62,11.25,26.5,46,60.15,19.25,8.19,85.59,1.5,7.35,20.34,9.4,18.43,41.33,7.34,0.85,3,4.99,27.3,10.31,14.49,8.55,4.08,6.79,4.75,55.21,67.7,76,794.3,611,9.9,3095.72,0.31,0.04,0.04,0,0.29,0,0.08,0.07,7.86,8.26,74,20.19,27.04,15.48,0,14.47,59.4,57.4,15.36,6.76,5254.58,0.35,8.71,936.81,16.12,30.74,11.19,20.77
8250038.27,CORAL SPRINGS,NE,51.7,28.65,76.01,50.68,18.04,36.85,59.35,60.02,6.44,25.77,39.3,40.4,14.7,6.21,90.91,0.84,5.62,0,10.59,15.09,60.78,13.67,0.9,2.9,1.16,24.97,5.07,11.85,7.8,7.17,6.27,12.42,54.26,51,71.6,612.1,244.84,4.01,1504.02,0.21,0.14,0.05,0,0.25,0.07,0.1,0.02,4.37,4.72,85.3,11.26,29.23,16.97,3.24,3.8,75.7,33.9,8.86,2.25,2430.92,0.28,3.18,1001.11,13.71,32.95,7.42,11.52
8250038.28,FALCONRIDGE,NE,65.03,47.67,71.43,41.69,22.29,47.92,60.05,67.58,16.33,28.2,48.5,65.6,23.8,15.14,81.7,1.54,2.88,22.94,9.56,17.49,57.29,6.9,0.91,2.9,4.2,26.79,13.41,12.71,14.18,5.26,8.46,10.39,57.97,68.4,78.8,1196.46,502.51,12.94,3062.93,0.33,0.06,0.05,0,0.23,0,0.1,0.07,14.22,12.8,90.2,44.71,20.19,8.25,4.05,17.57,70.3,77.3,21.13,7.18,8327.35,0.32,7.33,779.81,16.78,33.7,10.87,25.49
8250038.3,MARTINDALE,NE,61.84,43.92,66.34,58.45,16.46,40.39,59.19,60.38,12.83,28.12,60.3,62.6,21.14,14.67,81.11,1.23,8.09,25.37,10.19,15.98,58.74,8.65,0.93,2.9,4.44,26.78,10.54,11.97,9.88,7.67,9.65,13.75,60.41,47.5,46.6,905.23,775.91,10.63,2475.52,0.49,0.09,0.03,0.03,0.3,0.01,0.11,0.07,8.96,5.83,91.3,22.11,22.2,8.77,7.07,8.08,87.9,58.9,14.18,5.46,3140.59,0.37,5.95,1205.69,15.23,35.32,10.59,14.04
8250038.35,CALGARY INTERNATIONAL AIRPORT,NE,52.82,30,79.94,33.17,30.86,43.09,64.42,59.87,11.95,26.03,37.16,22.45,28.02,9.02,88.5,0.91,4.68,14.75,7.08,12.64,68.65,12.19,0.8,2.6,0.3,24.52,6.43,8.81,21.92,7.77,5.07,2.99,47.99,67.4,76.2,2940.3,2225.09,5.39,21237.71,0.32,0.1,0.02,0,0.15,0.1,0,0.01,18.48,5.83,89.7,12.02,28.54,4.72,3.37,0,76.5,41.9,8.53,2.02,28797.06,0.19,1.14,142.44,10.05,39.36,8.69,12.38
8250038.36,"05E, CORNERSTONE",NE,49.86,28.47,82.59,27.67,14.54,40.99,62.27,58.35,7.48,27.38,21.15,10.8,25.17,8.18,88.86,0.63,5.14,14.77,5.68,11.1,66.45,13.21,0.81,2.6,0.51,22.44,5.29,6.43,19.29,6.94,7.92,4.3,51.51,67.4,76.2,483.75,249.43,5.53,1783.82,0.32,0.07,0.02,0,0.26,0.12,0,0,19.02,6.03,89.7,12.69,27.08,7.41,5,0,76.5,37.9,8.73,1.01,2328.04,0.07,0.41,468.71,11.37,45.81,7.97,11.74
8250038.37,SKYVIEW RANCH,NE,50.77,34.18,69.88,35.12,17.37,38.49,60.14,63.63,7.1,27.17,31.55,43.8,22.95,8,87.13,1.22,5.24,17.99,7.52,7.99,58.79,14.06,0.84,2.8,1.59,26.17,8.8,8.73,27.89,3.61,9.92,18.63,49.68,67.4,76.2,556.64,391.15,10.22,2256.66,0.51,0.1,0.03,0,0.44,0.18,0.06,0.08,19.38,6.47,89.7,49.7,23.64,4.14,0,11.11,76.5,41.3,14.48,2.27,3114.19,0.1,0.97,1508.1,14.43,42.91,9.29,16.78
8250038.38,SKYVIEW RANCH,NE,51.77,33.88,78.88,36.11,14.94,38.63,62.24,66.85,5.12,27.91,33,43.45,23.75,8.23,89.24,0.79,5.1,20.41,8.72,8.96,59.61,13.05,0.83,2.7,1.08,26.72,6.59,9.34,14.19,5.44,6.42,10.86,49.94,67.4,76.2,593.47,242.78,7.35,1200.43,0.32,0.1,0.03,0,0.28,0.05,0.01,0.02,12.14,6.87,89.7,32.04,26.84,7.15,7.41,5.5,76.5,44.6,10.55,2.57,1982.74,0.15,1.24,1048.25,11.95,42.92,9.21,16.57
8250038.39,SADDLE RIDGE,NE,57.17,32.4,76.76,39.21,15.99,44.83,58.75,63.21,11.47,28.21,39.4,29.55,22.47,9.8,87.58,0.62,6.67,0,10.98,19.58,62.19,10.75,0.87,2.6,1.45,26.1,5.47,8.79,6.5,10.68,7.22,19.3,55.49,67.4,76.2,328.68,164.34,7.91,657.35,0.46,0.06,0.02,0,0.18,0,0.15,0.01,6.06,6.99,89.7,17.37,32.15,9.04,6.15,0,76.5,42.8,8.51,2.08,1259.93,0.27,2.15,1145.69,14.03,35.11,9.63,9.68
8250038.4,SADDLE RIDGE,NE,54.98,35.88,68.87,35.23,16.34,38.64,59.38,61.96,12.01,29.66,48.95,46.95,22.7,12.79,84.65,0.38,5.81,27.45,9.72,12.55,71.34,9.96,0.88,3,0.42,26.92,8.79,7.88,11.39,8.35,5.27,12.04,52.33,67.4,76.2,406.77,192.68,11.03,1198.89,0.69,0.07,0.03,0,0.36,0.06,0.1,0.01,10.08,4.29,89.7,24.24,25.8,8.03,0,0,76.5,48.6,9.31,2.06,1841.15,0.23,1.43,1338.53,11.7,36.94,10.18,13.43
8250038.41,SADDLE RIDGE,NE,58.43,34.26,77.06,37.57,16.88,44.21,61.66,57.41,14.76,29.45,38.75,33.05,26.3,11.55,86.28,0.5,5.11,18.37,10.55,14.21,68.71,11.9,0.83,2.7,0.68,25.9,7.64,8.32,14.72,9.46,4.4,7.69,53.49,67.4,76.2,440.53,129.57,8.31,1347.5,0.46,0.04,0.03,0,0.23,0.01,0.1,0,15.1,8.81,89.7,26.06,26.8,5.57,0,0,76.5,42.2,10.29,3.02,2176.73,0.23,0.99,832.4,15.53,36.92,9.88,13.4
8250038.42,SADDLE RIDGE,NE,52.51,28.2,68.29,49.39,16.21,40.23,59.82,57,10.28,28.26,64.1,53.75,21.09,12.33,85.67,0.86,3.65,0,10.91,13.99,68.75,18.18,0.88,2.8,0.42,26.1,6.12,9.63,9.56,9.26,9.24,23.93,53.17,58,68.5,326.62,272.18,4.03,1143.17,0.42,0.05,0.03,0,0.2,0.03,0.14,0.18,11.53,5.17,83.7,20.81,27.5,9.52,0,0,78.3,34.9,9.6,1.87,1796.41,0.35,2.36,1395.93,13.59,35.49,9.59,10.58
8250038.43,SADDLE RIDGE,NE,56.16,36.41,60.47,47.94,17.61,41.1,63.11,62.93,13.55,28.8,62.7,60.3,22.43,11.5,86,0.75,6.51,16.28,10.45,13.74,68.15,12.62,0.9,3,0.3,26.68,9.26,9.39,11.87,7.85,8.58,8.57,54.58,58,68.5,764.9,221.42,14.48,1751.21,0.7,0.08,0.04,0,0.32,0.17,0.17,0.13,14.38,6.95,83.7,33.84,25.89,7.24,0,0,78.3,35.5,10.08,2.23,2455.72,0.32,1.57,1115.71,12.5,35.01,9.72,13.29
8250038.44,TARADALE,NE,61.12,42.75,60.83,52.41,21.03,45.17,58.13,53.22,17.18,29.99,62.35,69,24.12,15.95,82.34,0.81,9.33,15.87,11.39,16.59,67.7,13.94,0.91,2.8,0.92,26.17,10.54,9.4,14.95,7.84,5.54,21.15,55.81,52.2,69.7,678.68,163.82,9.89,1170.14,0.65,0.2,0.04,0,0.38,0.07,0.13,0.05,9.89,12.88,81.5,30.09,28.16,6.79,13.33,13.56,67.9,35,11.37,3.47,2410.48,0.33,1.95,1271.34,12.56,31.82,12.24,13.97
8250038.45,TARADALE,NE,60.2,40.02,65.75,53.33,20.5,40.76,59.58,61.14,12.49,28.19,54.65,63.05,22.13,9.75,88.05,1.02,9.64,14.29,10.93,15.54,57.64,10.14,0.94,2.8,3.1,26.86,7.85,10.62,11.7,7.13,5.58,10.51,58.04,52.2,69.7,444.76,234.08,9.07,2598.31,0.52,0.26,0.04,0,0.21,0.08,0.16,0.04,6.93,6.56,81.5,26.32,26.97,9.02,0,7.89,67.9,59.1,12.89,3.45,3066.48,0.34,5.41,993.83,20.26,31.85,8.93,17.16
8250038.46,TARADALE,NE,55.9,40.17,56.75,50.85,19.18,38.79,61.41,60.56,13.36,29.88,49.3,57.2,25.18,17.49,80.47,0.75,10.13,25,10.64,11.51,65.26,8.76,0.95,2.8,0.97,26.95,9.81,9.48,14.6,6.81,4.89,6.11,51.11,52.2,69.7,593.82,332.54,12.42,1448.93,0.65,0.3,0.04,0,0.3,0.23,0.17,0.14,12.42,5.5,81.5,26.39,24.49,6.77,7.27,7.27,67.9,48.4,10.28,2.3,3277.91,0.26,1.64,1008.56,12.5,37.33,10.89,9.24
8250038.47,"10D, HOMESTEAD, TARADALE",NE,57.85,34.72,75.41,50.57,17.61,40.24,59.11,59.28,10.63,28.45,37.5,27,22.77,10.92,86.89,0.47,4.15,27.5,11.02,13.41,66.83,9.81,0.9,2.7,0.4,23.72,7.02,9.6,9.26,8.94,3.87,12.46,58.23,52.2,69.7,341.37,240.96,6.87,1305.22,0.47,0.11,0.04,0,0.28,0.04,0.05,0.03,9.36,7.32,81.5,18.07,27.79,8.02,0,0,67.9,41.3,8.88,3.74,1927.71,0.24,0.77,455.29,12.1,37.29,9.43,11.88
8250038.48,MARTINDALE,NE,58.83,36.71,72.21,55.67,15.4,40.71,68.52,61.07,9.89,27.41,61.35,44.6,20.2,11.26,86.06,1.04,7.25,14.81,9.67,12.85,62.12,10.78,0.88,2.6,1.64,26.7,7.06,10.55,12.4,7.28,19.8,6.42,58.19,47.5,46.6,683.87,286.79,8.95,1875.14,0.35,0.03,0.02,0.02,0.22,0.01,0.11,0.08,14.08,10.6,91.3,21.77,22.93,7.95,4.88,7.41,87.9,44.2,10,5.21,2272.23,0.39,5.26,731.01,14.69,35.77,9.29,12.68
8250038.49,MARTINDALE,NE,59.64,34.18,67.66,55.61,17.82,44.93,60.82,64.47,15.08,28.27,61.7,55.35,20.69,12.98,85.24,0.82,6.52,16.67,10.74,19.11,62.79,13.19,0.87,2.7,1.79,26.89,7.07,9.07,12.64,9.4,14.03,31.18,54.37,47.5,46.6,1548.33,486.62,10.06,2654.28,0.46,0.07,0.03,0.08,0.23,0.05,0.08,0.11,10.74,9.51,91.3,20.69,25.25,9.4,0,6.49,87.9,43.7,11.02,2.89,5374.92,0.37,2.82,1209.18,14.03,35.8,10.04,9.49
8250039,"ALBERT PARK/RADISSON HEIGHTS, FRANKLIN, MERIDIAN",SE,67.75,57.14,65.04,46.96,37.82,48.06,66.67,66.67,14.98,25.97,58.6,66,17.02,17.11,75.88,3.14,13.9,27.53,8.46,22.18,41.75,9.17,0.92,3.4,7.5,27.91,17.53,16.04,19.35,2.89,11.75,6.57,55.38,70.7,72.8,4013.03,1910.26,17.77,14660.15,0.16,0.15,0.05,0,0.14,0.03,0.2,0.16,12.64,12.26,95.8,65.35,20.36,11.32,9.87,34.87,66.2,80.4,23.53,11.7,33022.36,0.47,4.91,512.97,14.91,29.08,11.95,18.97
8250040,"MAYLAND, MAYLAND HEIGHTS",NE,51.45,45.16,70.98,43.17,20.26,36.13,57.79,65.31,11.74,22.94,47.55,55.25,16.75,7.71,86.39,2.47,7.41,22.58,6.83,12.27,27.23,7.49,0.87,3.8,4.72,26.86,14.09,18.3,13.96,1.18,7.08,15.9,51.25,70.7,72.8,1094.83,1111.67,14.84,6147.89,0.18,0.09,0.05,0,0.21,0.03,0.17,0.14,6.58,6.41,95.8,47.64,25.13,15.32,9.84,33.52,66.2,55.3,18.18,5.91,9600.81,0.38,7.76,911.01,14.15,44.49,8.88,18.75
8250041,BRIDGELAND/RIVERSIDE,NE,38.79,40.98,49.02,46,18.65,32.36,50.35,62.16,6.32,22.95,60.8,74.7,11.37,12.59,67.13,2.58,6.98,31.71,6.6,5.2,26.69,7.7,0.84,5.5,3.62,25.67,14.64,18.35,20.57,1.29,11.61,23.36,43.11,61.6,74.9,1137.03,1064.14,12.28,7084.55,0.22,0.16,0.22,0,0.49,0.11,0.34,0.23,5.12,4.72,94.3,54.08,24.02,20.77,9.47,60.36,79.2,37.2,12.83,5.34,17172.01,0.63,14.93,1719.73,9.76,47.96,8.27,16.47
8250042.01,"DOWNTOWN COMMERCIAL CORE, DOWNTOWN EAST VILLAGE",SE,48.58,51.22,40.08,62.42,59.51,38.32,65.12,65.36,12.42,25.35,78.65,91.75,4.58,27.67,41.5,3.84,15.83,22.39,6.4,6.58,49.83,17.71,0.84,5.1,3.28,25.2,29.19,18.99,26.95,8.9,27.94,18.96,40.08,48.1,65.46,7202.99,4340.51,16.06,19532.27,0.16,0.13,0.38,0.17,0.27,0.11,0.2,0.3,10.06,4.41,86.8,77.05,16.38,22.26,12.56,67.76,27.8,50.4,8.29,9.18,75210.48,0.81,6.58,1756.2,9.87,38.42,10.56,7.46
8250042.02,BELTLINE,SE,29.54,26.39,43.42,37.97,44.82,18.55,77.84,55.05,1.86,19.44,74.3,85.45,4.59,7.04,59.15,1.29,0,20.83,2.76,2.6,35.83,16.22,0.69,6,5.88,26.67,13.27,11.42,33.69,1.02,30.58,0,36.88,48.1,71.27,5816.33,2653.06,13.83,9489.8,0.11,0.2,0.65,0.3,0.18,0.13,0.07,0.46,10.11,2.55,86.8,55.71,22.46,6.63,0,0,27.8,41.43,5,0,24489.8,0.76,5.94,385.32,11.66,42.61,5.56,10
8250043,"DOWNTOWN COMMERCIAL CORE, EAU CLAIRE",SW,39.45,49.13,36.81,49.63,47.91,35.27,54.18,65.73,10.66,24.52,82,94.7,7.14,29.77,38.91,1.52,6.76,23.82,5.42,6.91,54.18,17.48,0.75,7,2.49,23.02,20.45,15.3,28.78,6.78,20.54,17.46,49.5,48.1,63.25,4667.46,3292.34,19.42,16911.28,0.4,0.28,0.67,0.01,0.24,0.15,0.11,0.23,13.01,5.23,86.8,75.06,17.39,19.83,12.74,36.05,27.8,16.9,8.53,3.86,44003.7,0.81,11.81,2349.9,12.72,39.98,9.82,11.11
8250044,BELTLINE,SW,32.96,45.43,29.39,49.99,35.27,24.93,66.87,62.91,6.13,22.66,80.9,98.1,4.29,12.19,49.38,1.84,8.96,20.35,4.4,3.91,35.58,12.98,0.85,5.2,3.19,26.38,16.41,17.23,36.52,1.4,21.87,3.44,44.33,81.9,62.7,2327.83,2102.55,16.74,9429.31,0.37,0.47,0.75,0.21,0.23,0.28,0.14,0.42,8.32,4.16,68,76.56,18.79,7.3,14.93,57.89,50.3,32.8,7.38,4.2,32181.94,0.75,6.81,1354.14,11.74,41.88,11.27,11.49
8250045.01,BELTLINE,SW,47.48,53.43,39.7,49.35,29.45,39.42,55.14,62.01,10.14,24.77,69.15,98.4,8.65,14.29,61.59,1.7,11.83,22.9,5,8.78,43.28,7.73,0.9,3.9,3.37,25.73,17.32,14.56,28.09,2.45,12.86,3.77,53.47,67.9,55,1555.75,777.87,22.58,5099.39,0.4,0.4,0.77,0,0.37,0.16,0.25,0.12,15.99,16.74,80,76.28,18.77,7.64,21.15,56.6,54,40.9,12.08,3.89,21722.85,0.66,10.25,2109.33,13.92,37.86,10.68,18.07
8250045.02,BELTLINE,SW,32.47,38.66,32.86,48.57,28.6,26.71,59.73,60.89,4.71,22.57,77,98.4,6.08,14.29,59.31,1.42,9.85,15.06,4.02,2.82,41.46,8.97,0.82,5,2.86,25.42,15.53,17.25,31.32,2.08,19.84,5.78,43.96,67.9,55,1279.59,1103.65,12.76,8365.32,0.43,0.49,0.79,0.01,0.33,0.2,0.26,0.29,10.63,3.2,80,73.37,17.09,10.48,10.69,61.54,54,32.2,7.8,2.38,14107.49,0.71,8.44,1939.42,11.53,38.95,9.54,8.85
8250046.01,DOWNTOWN WEST END,SW,41.63,51.45,33.89,41.85,28.44,30.5,73.01,60.07,10.84,24.17,77.75,96.15,10.22,29.48,42.5,1.01,12.77,19.63,5.41,4.89,57.87,20.25,0.8,4.9,2.73,24.64,18.47,11.61,31.51,2.39,36.27,3.53,49.54,74.6,75.2,1486.43,940.95,20.1,4295.65,0.49,0.36,0.75,0,0.2,0.31,0.09,0.12,16.27,5.95,68.4,81.76,15.66,7.63,15.32,37.96,62.7,43.1,9.59,3.91,13691.53,0.84,5.34,1711.38,13.39,33.72,12.62,13.75
8250046.02,"SCARBORO, SUNALTA",SW,37.96,45.7,49.89,48.66,26.75,23.65,54.37,62.89,7.2,24.69,63.85,75.95,12.34,19.48,63.9,1.58,5.52,23.16,4.35,5.2,31.99,7.71,0.85,6.2,3.59,25.74,13.65,15.8,22.66,1.09,20.12,10.17,50.81,67.9,55,1506.88,1528.72,16.65,5590.74,0.23,0.17,0.5,0,0.42,0.14,0.24,0.03,8.05,5.46,80,61.73,17.41,8.19,12.33,27.03,54,29.8,8.61,5.01,17034.29,0.65,17.01,2116.17,13.93,43.58,9.47,13.27
8250047,"ROSSCARROCK, SHAGANAPPI",SW,51.67,48.19,56.66,54.1,23,35.43,58.37,60.55,8.83,26.06,59.65,78.65,15.75,21.46,72.41,1.81,7.39,24.91,6.19,9.1,39.91,5.43,0.95,4.8,5.09,27.61,16.08,16.87,22.58,1.89,11.32,9.31,52.98,55,59.3,2227.26,830.5,14.42,6304.27,0.4,0.11,0.2,0.04,0.21,0.02,0.22,0.16,10.74,9.46,84,62.08,17.17,9.91,10.2,32.99,69.1,50.2,20.88,4.86,16440.17,0.57,12.27,1129.78,13.11,46.33,11.26,17.48
8250048,"SHAGANAPPI, SPRUCE CLIFF, WILDWOOD",SW,42.71,42,69.02,53.58,18.02,32.09,41.14,61.51,8.03,24.03,50.05,45.6,16.53,10.89,79.05,1.61,9.29,23.19,4.99,5.22,32.19,9.92,0.87,5.6,2.67,22.98,16.54,17.86,18.4,1.56,8.69,19.06,49.45,63,57.3,616.8,284.67,11.59,1961.09,0.24,0.02,0.15,0,0.19,0,0.17,0.2,8.42,5.73,77.4,50.26,21.77,17.56,3.31,41.44,54.6,45,14.33,5.19,3969.63,0.45,29.25,1654.97,13.91,49.48,8.39,13.49
8250049.01,"WESTGATE, WILDWOOD",SW,36.09,26.43,75.78,52.83,14.46,24,42.02,60.32,3.02,22.88,41.4,27.6,17.4,7.8,82.62,1.75,5.45,17.11,4.83,5.41,21.38,8.72,0.82,4.6,2.9,23.99,7.56,16.61,7.69,0.72,8.62,33.71,45.61,63,57.3,429.08,214.54,5.55,2193.09,0.25,0.02,0.08,0,0.22,0,0.13,0.05,3.5,1.68,77.4,21.75,22.34,17.4,3.7,24.54,54.6,27.4,12.35,1.49,3265.79,0.4,28.44,1094.41,9.6,53.5,4.9,11.27
8250049.04,"COACH HILL, STRATHCONA PARK",SW,36.54,24.56,78.55,34.77,16.21,26.78,54.09,62.92,2.66,25.86,35.4,45.7,15.09,4.57,87.31,0.8,6.17,0,4.14,4.57,26.54,5.73,0.88,4.4,5.71,26.36,6.95,17.23,12.27,1.03,7.4,3.79,47.08,71,70.9,266.04,206.92,6.16,1123.26,0.17,0.03,0.1,0,0.45,0.03,0,0,5.41,0.89,89.6,16.16,20.54,22.49,3.8,26.11,61.5,30.2,11.06,1.68,1891.81,0.21,14.72,1342.55,10.5,45.14,5,5.77
8250049.05,PATTERSON,SW,38.97,34.31,80.97,34.93,17.2,26.31,45.17,63.79,2.54,25.57,36.8,31.45,11.39,10.24,83.07,0.83,7.3,25,4.56,2.17,36.85,5.12,0.81,5.4,1.66,24.32,9.96,16.29,13.02,1.92,3.75,29.2,49.68,71,70.9,431.76,455.74,9.36,2086.83,0.09,0.06,0.08,0,0.28,0.03,0,0,4.27,2.04,89.6,28.28,21.56,25.18,5.39,30.39,61.5,20.4,10.74,1.26,2110.82,0.14,21.53,601.86,15.57,44.82,5.79,14.77
8250049.06,STRATHCONA PARK,SW,35.65,25.3,78.63,32.73,12.2,23.47,48.4,60.99,2.52,24.34,41.75,47.15,17.84,10.63,81.64,0.72,3.91,22.58,4.11,3.69,25.23,5.82,0.76,4.5,3.28,26.23,6.81,16.33,8.38,0.82,7.3,23.75,46.92,71.3,66,281.56,70.39,3.29,1173.16,0.15,0,0.09,0,0.25,0,0.11,0,0.82,3.4,94.7,9.69,21.95,20.89,0,17.24,63.6,25.5,10.11,2.26,1196.62,0.07,19.46,1243.1,13.23,52.52,4.21,16.85
8250049.07,CHRISTIE PARK,SW,33.19,28.8,75.09,35.47,12.04,22.49,50.67,62.16,1.39,26.46,55.85,55.45,12.02,11.9,78.57,1.01,3.08,50,4.33,1.61,38.3,5.99,0.69,5.4,0,26.04,4.24,17.87,5.61,1.77,14.93,21.58,52.72,71.3,66,143.95,383.88,3.72,1823.42,0.14,0.01,0.12,0,0.16,0.07,0,0,5.32,2.92,94.7,6.43,19.15,31.01,5.32,13.83,63.6,24.8,6.03,0.96,1103.65,0.45,20.65,1493.99,18.48,52.53,3.53,4
8250050.01,BOWNESS,NW,52.01,44.26,72.77,69.28,19.22,32.04,58.37,64.06,7.3,27.47,41.75,50.3,15.5,9.66,82.07,2.69,6.1,25.13,6.21,12.42,20.45,6.78,0.91,3.6,10.35,26.84,14.14,24.14,14.45,0.39,10.15,10.99,48.55,53.4,67.14,800.4,575.29,12.5,3926.96,0.19,0.05,0.08,0.03,0.26,0.02,0.12,0.15,3.66,3.64,67.8,53.83,15.28,17.5,9.57,35.96,66.9,59.9,20.49,8.21,7553.78,0.3,10.79,970.73,13.29,42.17,8.04,21.54
8250050.07,"BOWNESS, GREENWOOD/GREENBRIAR",NW,47.89,38.37,77.64,55.3,16.8,28.96,45.11,65,4.25,25.05,39.6,44.55,12.56,7.83,83.91,2.77,12.32,22.78,6.9,13.14,16.28,8.66,0.94,3.9,6.04,24.54,13.75,22.58,16.1,0.97,3.44,17.45,48.31,57.8,67.1,1706.92,547.5,11.43,4702.09,0.2,0.04,0.04,0,0.26,0.02,0.04,0.1,2.35,1.29,92.9,27.65,21.48,20.45,5.08,34.75,78.8,41.8,15.29,7.04,7568.44,0.21,22.05,1317.79,12.09,47.35,7.05,11.54
8250050.1,WEST SPRINGS,SW,31.28,21.82,72.78,33.04,12.58,23.01,57.86,56.74,2.05,26.85,38.65,54.55,24.32,7.73,85.48,0.39,3.94,12.7,4.6,1.92,36.1,6.49,0.67,4.5,1.24,26.77,6.45,13.22,12.84,1.8,6.11,8.44,44.34,79.6,69.8,210.94,235.76,5.21,1067.13,0.19,0.07,0.15,0,0.41,0.04,0.11,0.09,4.84,2.42,81.1,12.92,23.51,8.25,4.51,11.94,61.1,15.7,8.69,0.8,980.27,0.17,8.05,991.29,12.57,54.72,3.61,6.47
8250050.12,SPRINGBANK HILL,SW,30.8,24.19,80.34,21.66,13.45,22.87,55.71,57.92,2.68,24.07,28.4,33.75,20.45,6.99,86.29,0.63,4.31,20.45,3.75,1.74,34.52,5.31,0.7,5.6,1.36,26.38,6.59,14.22,9.23,2.35,4.48,11.61,47.1,86.3,74,348.38,212.06,5.38,1211.75,0.09,0.03,0.13,0,0.29,0.03,0.06,0.08,2.88,2.58,96.5,11.7,23.32,12.05,1.89,18.24,65.3,18.7,7.51,0.72,1969.1,0.1,12.12,575.93,12.09,49.76,3.42,1.96
8250050.13,SPRINGBANK HILL,SW,35.9,27.2,85.25,20.74,14.08,30.55,55.19,60.04,3.67,27.13,13.45,15.9,24.43,8.02,83.96,0.64,3.73,26.42,3.79,4.34,42.59,4.58,0.67,5.1,1.54,25.09,7.54,12.9,13.15,3.32,5.81,6.53,47.26,86.3,74,211.42,151.01,6.48,543.64,0.15,0.02,0.11,0,0.3,0,0.02,0.01,9.12,3.47,96.5,25,23.77,8.9,0,22.92,65.3,16.8,9.57,0.87,996.68,0.12,17.16,167.55,10.19,48.1,4.79,10.67
8250050.14,DISCOVERY RIDGE,SW,30.08,25.93,91.8,20.74,12.83,19.19,39.44,60.13,1.23,23.53,6.95,21,16.33,4.09,88.64,0.49,4.26,19.64,3.17,1.29,27.6,5.91,0.64,5.7,1.27,23.03,6.11,15.07,13.69,1.29,2.62,38.39,50,86.3,74,140.98,117.48,5.66,681.39,0.03,0.02,0.08,0,0.09,0,0,0,2.77,2.82,96.5,19.33,18.24,13.63,3.97,28.57,65.3,14.1,6.94,0.88,1550.75,0.01,26.38,593.3,13.6,51.49,3.94,7.75
8250050.15,"06A, WEST SPRINGS",SW,26.8,17.36,78.71,29.42,10.88,21.67,54.83,60.66,1.17,25.91,31.85,32.4,27.69,5.68,86.93,0.34,2.05,0,3.01,1.83,27.36,6.09,0.52,5.6,2.5,24.92,6.58,12.53,7.67,1.4,3.55,7.37,39.47,79.6,69.8,503.78,335.85,5.69,1287.43,0.12,0.09,0.16,0,0.22,0.05,0.1,0.09,2.64,1.82,81.1,8.97,21.94,6.15,0,8.89,61.1,9.4,10.2,0.61,1175.48,0.15,13.57,382.68,12.14,59.19,3.87,9.47
8250050.16,"06A, ASPEN WOODS",SW,32.25,22.02,80.09,32.13,15.11,28.81,53.06,61.22,1.94,27.55,31.05,26.55,24.42,4.84,86.16,0.6,3.52,10.98,3.84,1.57,45.75,5.45,0.61,5,1.72,25.11,8.17,12.79,14.7,2.34,3.78,15.5,41.52,79.6,69.8,215.52,161.64,7.14,682.47,0.21,0.06,0.22,0,0.3,0.01,0.08,0.01,7.05,2.75,81.1,23.22,23.87,7.27,7.27,29.63,61.1,11.5,8.22,0.26,844.11,0.13,14.61,354.56,10.89,48.25,4.07,5.97
